datetime,open,high,low,close,atr_pct,confluence,regime,signal,entry_price,exit_price,exit_time,movement_pct,result
2026-01-01 13:30:00,1.27906,1.27976,1.27841,1.2786,0.1701,1,UP,HOLD,,,,,
2026-01-01 13:45:00,1.27844,1.27866,1.27771,1.27792,0.1634,1,UP,HOLD,,,,,
2026-01-01 14:00:00,1.2782,1.27886,1.27742,1.27754,0.154,1,UP,HOLD,,,,,
2026-01-01 14:15:00,1.27822,1.27975,1.27754,1.27858,0.1545,1,UP,HOLD,,,,,
2026-01-01 14:30:00,1.279,1.27958,1.27775,1.27848,0.1434,0,UP,HOLD,,,,,
2026-01-01 14:45:00,1.27886,1.27911,1.27784,1.27909,0.1463,0,UP,HOLD,,,,,
2026-01-01 15:00:00,1.2792,1.27921,1.27862,1.27899,0.1381,0,UP,HOLD,,,,,
2026-01-01 15:15:00,1.27924,1.28013,1.27883,1.28008,0.138,0,UP,HOLD,,,,,
2026-01-01 15:30:00,1.28002,1.28117,1.27944,1.28005,0.1359,2,UP,SELL (BEARISH),1.28005,1.279921995,2026-01-01 15:45:00,0.17,WIN ✅ (+0.01%)
2026-01-01 15:45:00,1.27937,1.28105,1.2788,1.27888,0.1306,0,UP,HOLD,,,,,
2026-01-01 16:00:00,1.27935,1.27978,1.27789,1.27966,0.1341,0,UP,HOLD,,,,,
2026-01-01 16:15:00,1.28057,1.2815,1.27932,1.28037,0.1269,2,UP,SELL (BEARISH),1.28037,1.280241963,2026-01-01 16:30:00,0.06,WIN ✅ (+0.01%)
2026-01-01 16:30:00,1.28051,1.28134,1.28016,1.28071,0.1225,1,UP,HOLD,,,,,
2026-01-01 16:45:00,1.28085,1.28107,1.27962,1.28095,0.1206,1,UP,HOLD,,,,,
2026-01-01 17:00:00,1.28072,1.28175,1.28062,1.28088,0.1193,2,UP,SELL (BEARISH),1.28088,1.280751912,2026-01-01 17:15:00,0.05,WIN ✅ (+0.01%)
2026-01-01 17:15:00,1.28113,1.28374,1.28021,1.28309,0.1335,0,UP,HOLD,,,,,
2026-01-01 17:30:00,1.28361,1.28386,1.28198,1.28238,0.136,1,UP,HOLD,,,,,
2026-01-01 17:45:00,1.28282,1.28411,1.28215,1.28283,0.1346,2,UP,SELL (BEARISH),1.28283,1.282701717,2026-01-01 18:00:00,0.19,WIN ✅ (+0.01%)
2026-01-01 18:00:00,1.28327,1.28335,1.28185,1.28254,0.1328,0,UP,HOLD,,,,,
2026-01-01 18:15:00,1.28286,1.28296,1.282,1.28256,0.131,0,UP,HOLD,,,,,
2026-01-01 18:30:00,1.28147,1.28388,1.28034,1.28281,0.1474,0,UP,HOLD,,,,,
2026-01-01 18:45:00,1.28309,1.28352,1.28235,1.28257,0.1467,0,UP,HOLD,,,,,
2026-01-01 19:00:00,1.28231,1.2829,1.28153,1.28222,0.1448,1,UP,HOLD,,,,,
2026-01-01 19:15:00,1.28162,1.28243,1.28015,1.28131,0.1451,0,UP,HOLD,,,,,
2026-01-01 19:30:00,1.28174,1.28221,1.2809,1.28153,0.1418,0,UP,HOLD,,,,,
2026-01-01 19:45:00,1.28092,1.28318,1.28028,1.28288,0.1457,0,UP,HOLD,,,,,
2026-01-01 20:00:00,1.2827,1.28353,1.2823,1.28299,0.1459,0,UP,HOLD,,,,,
2026-01-01 20:15:00,1.28328,1.2838,1.28201,1.28343,0.1478,1,UP,HOLD,,,,,
2026-01-01 20:30:00,1.28471,1.28518,1.28232,1.2834,0.1574,2,UP,SELL (BEARISH),1.2834,1.28327166,2026-01-01 20:45:00,0.05,WIN ✅ (+0.01%)
2026-01-01 20:45:00,1.28439,1.28544,1.2827,1.2854,0.1528,1,UP,HOLD,,,,,
2026-01-01 21:00:00,1.2851,1.2863,1.28506,1.28619,0.1491,0,UP,HOLD,,,,,
2026-01-01 21:15:00,1.28665,1.28708,1.28546,1.28697,0.1471,0,UP,HOLD,,,,,
2026-01-01 21:30:00,1.28609,1.28806,1.28572,1.28696,0.1518,1,UP,HOLD,,,,,
2026-01-01 21:45:00,1.28655,1.28769,1.2857,1.28666,0.1576,2,UP,HOLD,,,,,
2026-01-01 22:00:00,1.28658,1.28711,1.28583,1.28659,0.145,1,UP,HOLD,,,,,
2026-01-01 22:15:00,1.28698,1.2883,1.28652,1.28685,0.1484,2,UP,SELL (BEARISH),1.28685,1.286721315,2026-01-01 22:30:00,0.13,WIN ✅ (+0.01%)
2026-01-01 22:30:00,1.28694,1.28725,1.28642,1.28657,0.1454,0,UP,HOLD,,,,,
2026-01-01 22:45:00,1.28681,1.28813,1.28616,1.28693,0.1436,1,UP,HOLD,,,,,
2026-01-01 23:00:00,1.28782,1.28811,1.28518,1.28688,0.1526,1,UP,HOLD,,,,,
2026-01-01 23:15:00,1.28763,1.28781,1.2868,1.28743,0.1421,1,UP,HOLD,,,,,
2026-01-01 23:30:00,1.28752,1.28809,1.28705,1.2876,0.141,1,UP,HOLD,,,,,
2026-01-01 23:45:00,1.28823,1.28885,1.28731,1.28763,0.1396,1,UP,HOLD,,,,,
2026-01-02 00:00:00,1.28787,1.28841,1.28743,1.28821,0.1291,0,UP,HOLD,,,,,
2026-01-02 00:15:00,1.28772,1.28965,1.28671,1.28881,0.1302,1,UP,HOLD,,,,,
2026-01-02 00:30:00,1.28828,1.28894,1.28766,1.28887,0.1304,0,UP,HOLD,,,,,
2026-01-02 00:45:00,1.28771,1.2892,1.28723,1.28743,0.1325,0,UP,HOLD,,,,,
2026-01-02 01:00:00,1.28803,1.28854,1.28718,1.28741,0.1271,0,UP,HOLD,,,,,
2026-01-02 01:15:00,1.28717,1.28812,1.28638,1.28744,0.1257,0,UP,HOLD,,,,,
2026-01-02 01:30:00,1.28797,1.28841,1.28623,1.28699,0.1307,0,UP,HOLD,,,,,
2026-01-02 01:45:00,1.2873,1.28843,1.28646,1.28681,0.1318,0,UP,HOLD,,,,,
2026-01-02 02:00:00,1.28721,1.28762,1.28583,1.28755,0.137,0,UP,HOLD,,,,,
2026-01-02 02:15:00,1.28781,1.28864,1.2868,1.28735,0.1363,0,UP,HOLD,,,,,
2026-01-02 02:30:00,1.28736,1.2875,1.28692,1.28694,0.1233,0,UP,HOLD,,,,,
2026-01-02 02:45:00,1.28667,1.28782,1.28589,1.28691,0.1284,0,UP,HOLD,,,,,
2026-01-02 03:00:00,1.28753,1.28908,1.28585,1.28793,0.1405,0,UP,HOLD,,,,,
2026-01-02 03:15:00,1.28754,1.28956,1.28697,1.28828,0.1463,0,UP,HOLD,,,,,
2026-01-02 03:30:00,1.28833,1.28866,1.28754,1.28781,0.1471,0,UP,HOLD,,,,,
2026-01-02 03:45:00,1.2877,1.28863,1.28702,1.28754,0.1397,1,UP,HOLD,,,,,
2026-01-02 04:00:00,1.28822,1.2888,1.28715,1.28818,0.1417,1,UP,HOLD,,,,,
2026-01-02 04:15:00,1.28831,1.28924,1.28714,1.28845,0.1424,1,UP,HOLD,,,,,
2026-01-02 04:30:00,1.28741,1.28868,1.28734,1.2885,0.1423,0,UP,HOLD,,,,,
2026-01-02 04:45:00,1.2887,1.28875,1.2875,1.28814,0.1396,0,UP,HOLD,,,,,
2026-01-02 05:00:00,1.28922,1.28972,1.28717,1.28787,0.1417,1,UP,HOLD,,,,,
2026-01-02 05:15:00,1.28792,1.28885,1.28685,1.28698,0.142,0,UP,HOLD,,,,,
2026-01-02 05:30:00,1.2875,1.28785,1.28573,1.28611,0.1439,1,UP,HOLD,,,,,
2026-01-02 05:45:00,1.28661,1.28696,1.28501,1.2857,0.1446,0,UP,HOLD,,,,,
2026-01-02 06:00:00,1.28553,1.28678,1.28456,1.28535,0.1537,3,UP,BUY (BULLISH),1.28535,1.285478535,2026-01-02 06:15:00,0.22,WIN ✅ (+0.01%)
2026-01-02 06:15:00,1.28495,1.28648,1.28486,1.2864,0.1519,0,UP,HOLD,,,,,
2026-01-02 06:30:00,1.28552,1.28733,1.28542,1.28724,0.1444,0,UP,HOLD,,,,,
2026-01-02 06:45:00,1.28736,1.28762,1.28699,1.2873,0.1336,1,UP,HOLD,,,,,
2026-01-02 07:00:00,1.28652,1.28768,1.28612,1.28704,0.136,0,UP,HOLD,,,,,
2026-01-02 07:15:00,1.2875,1.28824,1.28558,1.28581,0.142,0,UP,HOLD,,,,,
2026-01-02 07:30:00,1.286,1.28646,1.28519,1.2855,0.1399,0,UP,HOLD,,,,,
2026-01-02 07:45:00,1.28573,1.28675,1.28522,1.28528,0.1368,0,UP,HOLD,,,,,
2026-01-02 08:00:00,1.28569,1.28579,1.28444,1.28558,0.1368,2,UP,BUY (BULLISH),1.28558,1.2857085579999998,2026-01-02 08:15:00,0.08,WIN ✅ (+0.01%)
2026-01-02 08:15:00,1.28554,1.28593,1.28522,1.28527,0.1338,0,DOWN,HOLD,,,,,
2026-01-02 08:30:00,1.28401,1.28636,1.28258,1.28508,0.1407,1,DOWN,HOLD,,,,,
2026-01-02 08:45:00,1.28577,1.28642,1.28464,1.28468,0.1395,0,DOWN,HOLD,,,,,
2026-01-02 09:00:00,1.28446,1.28663,1.28398,1.28422,0.1425,0,DOWN,HOLD,,,,,
2026-01-02 09:15:00,1.28346,1.28476,1.28345,1.28384,0.139,0,DOWN,HOLD,,,,,
2026-01-02 09:30:00,1.28417,1.28539,1.28313,1.28529,0.139,0,DOWN,HOLD,,,,,
2026-01-02 09:45:00,1.28515,1.28589,1.28478,1.28546,0.1362,0,DOWN,HOLD,,,,,
2026-01-02 10:00:00,1.28541,1.28631,1.285,1.28515,0.1329,0,DOWN,HOLD,,,,,
2026-01-02 10:15:00,1.2849,1.2856,1.28449,1.28488,0.1356,1,DOWN,HOLD,,,,,
2026-01-02 10:30:00,1.28425,1.28675,1.2836,1.28523,0.1444,0,DOWN,HOLD,,,,,
2026-01-02 10:45:00,1.28531,1.28594,1.28475,1.28502,0.1362,0,DOWN,HOLD,,,,,
2026-01-02 11:00:00,1.28579,1.28714,1.2848,1.28633,0.142,0,DOWN,HOLD,,,,,
2026-01-02 11:15:00,1.2865,1.28718,1.28626,1.28675,0.1386,0,DOWN,HOLD,,,,,
2026-01-02 11:30:00,1.2871,1.28936,1.28584,1.28707,0.1506,2,DOWN,SELL (BEARISH),1.28707,1.286941293,2026-01-02 11:45:00,0.1,WIN ✅ (+0.01%)
2026-01-02 11:45:00,1.28724,1.28807,1.28577,1.28776,0.1594,1,DOWN,HOLD,,,,,
2026-01-02 12:00:00,1.28817,1.28856,1.28673,1.28702,0.1486,0,DOWN,HOLD,,,,,
2026-01-02 12:15:00,1.28734,1.28743,1.28654,1.28735,0.1437,1,DOWN,HOLD,,,,,
2026-01-02 12:30:00,1.28756,1.28786,1.28674,1.28784,0.1351,0,DOWN,HOLD,,,,,
2026-01-02 12:45:00,1.2871,1.2885,1.2868,1.28683,0.1374,0,DOWN,HOLD,,,,,
2026-01-02 13:00:00,1.28679,1.28729,1.2865,1.28674,0.1292,1,DOWN,HOLD,,,,,
2026-01-02 13:15:00,1.28683,1.28747,1.28631,1.2864,0.1295,0,DOWN,HOLD,,,,,
2026-01-02 13:30:00,1.28658,1.28698,1.28506,1.28591,0.133,0,DOWN,HOLD,,,,,
2026-01-02 13:45:00,1.28645,1.28738,1.28517,1.28566,0.1391,0,DOWN,HOLD,,,,,
2026-01-02 14:00:00,1.2853,1.28598,1.28511,1.28539,0.1265,1,DOWN,HOLD,,,,,
2026-01-02 14:15:00,1.28616,1.28634,1.2843,1.28606,0.1311,1,DOWN,HOLD,,,,,
2026-01-02 14:30:00,1.28546,1.28618,1.28457,1.28585,0.1271,0,DOWN,HOLD,,,,,
2026-01-02 14:45:00,1.28587,1.28686,1.2848,1.28595,0.1334,1,DOWN,HOLD,,,,,
2026-01-02 15:00:00,1.28529,1.28704,1.28381,1.28509,0.1319,1,DOWN,HOLD,,,,,
2026-01-02 15:15:00,1.2849,1.28604,1.2847,1.28571,0.1265,0,DOWN,HOLD,,,,,
2026-01-02 15:30:00,1.28571,1.28684,1.28505,1.28563,0.1263,1,UP,HOLD,,,,,
2026-01-02 15:45:00,1.28565,1.28641,1.28461,1.28637,0.1313,0,UP,HOLD,,,,,
2026-01-02 16:00:00,1.28687,1.28733,1.28617,1.28699,0.1314,1,UP,HOLD,,,,,
2026-01-02 16:15:00,1.28659,1.28803,1.28544,1.28786,0.1363,0,UP,HOLD,,,,,
2026-01-02 16:30:00,1.28831,1.28878,1.28687,1.28774,0.1425,0,UP,HOLD,,,,,
2026-01-02 16:45:00,1.28784,1.2891,1.28654,1.28777,0.1503,2,UP,SELL (BEARISH),1.28777,1.287641223,2026-01-02 17:00:00,0.17,WIN ✅ (+0.01%)
2026-01-02 17:00:00,1.28725,1.28823,1.28554,1.28747,0.1546,1,UP,HOLD,,,,,
2026-01-02 17:15:00,1.28743,1.28897,1.28679,1.28767,0.1544,1,UP,HOLD,,,,,
2026-01-02 17:30:00,1.287,1.28793,1.28674,1.28774,0.1561,1,UP,HOLD,,,,,
2026-01-02 17:45:00,1.28799,1.28891,1.28696,1.28782,0.1556,2,UP,HOLD,,,,,
2026-01-02 18:00:00,1.2886,1.28976,1.28715,1.28815,0.1611,2,UP,SELL (BEARISH),1.28815,1.2880211849999998,2026-01-02 18:15:00,0.22,WIN ✅ (+0.01%)
2026-01-02 18:15:00,1.28747,1.28873,1.28717,1.28859,0.1583,1,UP,HOLD,,,,,
2026-01-02 18:30:00,1.2879,1.29055,1.28761,1.2879,0.1568,3,UP,SELL (BEARISH),1.2879,1.28777121,2026-01-02 18:45:00,0.28,WIN ✅ (+0.01%)
2026-01-02 18:45:00,1.28753,1.29004,1.28659,1.28716,0.1686,1,UP,HOLD,,,,,
2026-01-02 19:00:00,1.28672,1.28844,1.28557,1.28624,0.1747,1,UP,HOLD,,,,,
2026-01-02 19:15:00,1.28597,1.28754,1.28532,1.28587,0.1771,2,UP,HOLD,,,,,
2026-01-02 19:30:00,1.28522,1.2871,1.28432,1.28628,0.186,1,UP,HOLD,,,,,
2026-01-02 19:45:00,1.28637,1.28714,1.28613,1.2864,0.1772,2,UP,HOLD,,,,,
2026-01-02 20:00:00,1.28624,1.28658,1.28588,1.28595,0.1706,1,UP,HOLD,,,,,
2026-01-02 20:15:00,1.28568,1.28612,1.28557,1.28605,0.1594,1,UP,HOLD,,,,,
2026-01-02 20:30:00,1.28612,1.28738,1.28455,1.28509,0.1603,1,UP,HOLD,,,,,
2026-01-02 20:45:00,1.28534,1.28568,1.28507,1.28522,0.1516,1,UP,HOLD,,,,,
2026-01-02 21:00:00,1.28532,1.28611,1.28443,1.28509,0.1543,1,UP,HOLD,,,,,
2026-01-02 21:15:00,1.28452,1.2859,1.28425,1.28478,0.1527,2,UP,BUY (BULLISH),1.28478,1.284908478,2026-01-02 21:30:00,0.19,WIN ✅ (+0.01%)
2026-01-02 21:30:00,1.28528,1.28547,1.28421,1.28472,0.1452,1,UP,HOLD,,,,,
2026-01-02 21:45:00,1.28489,1.28568,1.28424,1.28487,0.1445,1,UP,HOLD,,,,,
2026-01-02 22:00:00,1.28413,1.28587,1.28326,1.28473,0.1427,1,DOWN,HOLD,,,,,
2026-01-02 22:15:00,1.28552,1.28718,1.28341,1.28346,0.1446,0,DOWN,HOLD,,,,,
2026-01-02 22:30:00,1.28428,1.28504,1.28259,1.28386,0.1422,1,DOWN,HOLD,,,,,
2026-01-02 22:45:00,1.2837,1.28475,1.28264,1.28347,0.1416,0,DOWN,HOLD,,,,,
2026-01-02 23:00:00,1.28377,1.28441,1.28339,1.28345,0.1318,0,DOWN,HOLD,,,,,
2026-01-02 23:15:00,1.28342,1.28447,1.28262,1.28359,0.1365,1,DOWN,HOLD,,,,,
2026-01-02 23:30:00,1.28362,1.28421,1.28305,1.28418,0.139,0,DOWN,HOLD,,,,,
2026-01-02 23:45:00,1.28496,1.28506,1.28377,1.28445,0.1431,0,DOWN,HOLD,,,,,
2026-01-03 00:00:00,1.28492,1.28542,1.2841,1.2848,0.1347,1,DOWN,HOLD,,,,,
2026-01-03 00:15:00,1.28537,1.28546,1.28477,1.28492,0.1351,0,DOWN,HOLD,,,,,
2026-01-03 00:30:00,1.28439,1.28548,1.2842,1.28453,0.1329,1,DOWN,HOLD,,,,,
2026-01-03 00:45:00,1.28529,1.28589,1.28391,1.2841,0.1348,0,DOWN,HOLD,,,,,
2026-01-03 01:00:00,1.28398,1.28482,1.28354,1.28422,0.1349,0,DOWN,HOLD,,,,,
2026-01-03 01:15:00,1.28477,1.2848,1.28257,1.28309,0.1394,1,DOWN,HOLD,,,,,
2026-01-03 01:30:00,1.28281,1.28341,1.28183,1.28253,0.1337,0,DOWN,HOLD,,,,,
2026-01-03 01:45:00,1.28299,1.28372,1.28213,1.28305,0.1215,1,DOWN,HOLD,,,,,
2026-01-03 02:00:00,1.28268,1.2839,1.28139,1.28225,0.1219,1,DOWN,HOLD,,,,,
2026-01-03 02:15:00,1.28163,1.28256,1.28124,1.28208,0.1176,1,DOWN,HOLD,,,,,
2026-01-03 02:30:00,1.28225,1.28358,1.28116,1.28356,0.1252,1,DOWN,HOLD,,,,,
2026-01-03 02:45:00,1.28296,1.28442,1.28234,1.28434,0.1264,0,DOWN,HOLD,,,,,
2026-01-03 03:00:00,1.284,1.28551,1.28259,1.28294,0.1363,0,DOWN,HOLD,,,,,
2026-01-03 03:15:00,1.28269,1.28352,1.28202,1.28296,0.1375,0,DOWN,HOLD,,,,,
2026-01-03 03:30:00,1.28311,1.28389,1.28245,1.28299,0.1382,1,DOWN,HOLD,,,,,
2026-01-03 03:45:00,1.28241,1.28353,1.28177,1.28256,0.1442,1,DOWN,HOLD,,,,,
2026-01-03 04:00:00,1.28274,1.28405,1.28067,1.28249,0.1559,2,DOWN,BUY (BULLISH),1.28249,1.282618249,2026-01-03 04:15:00,0.15,WIN ✅ (+0.01%)
2026-01-03 04:15:00,1.28251,1.284,1.28198,1.28241,0.1561,2,DOWN,HOLD,,,,,
2026-01-03 04:30:00,1.28232,1.28289,1.28165,1.28244,0.1559,2,DOWN,HOLD,,,,,
2026-01-03 04:45:00,1.28244,1.28441,1.28124,1.28169,0.1612,1,DOWN,HOLD,,,,,
2026-01-03 05:00:00,1.28136,1.28358,1.28131,1.28147,0.1651,2,DOWN,HOLD,,,,,
2026-01-03 05:15:00,1.28097,1.28152,1.28066,1.28117,0.1611,3,DOWN,BUY (BULLISH),1.28117,1.281298117,2026-01-03 05:30:00,0.02,WIN ✅ (+0.01%)
2026-01-03 05:30:00,1.27973,1.28138,1.27913,1.2806,0.1597,1,DOWN,HOLD,,,,,
2026-01-03 05:45:00,1.27995,1.28064,1.27953,1.27967,0.1586,1,DOWN,HOLD,,,,,
2026-01-03 06:00:00,1.27928,1.28037,1.27814,1.27866,0.1577,1,DOWN,HOLD,,,,,
2026-01-03 06:15:00,1.27897,1.27977,1.27706,1.27741,0.1614,1,DOWN,HOLD,,,,,
2026-01-03 06:30:00,1.27827,1.27906,1.27642,1.27745,0.1598,2,DOWN,BUY (BULLISH),1.27745,1.2775777449999999,2026-01-03 06:45:00,0.07,WIN ✅ (+0.01%)
2026-01-03 06:45:00,1.27741,1.27758,1.27711,1.27723,0.1541,2,DOWN,HOLD,,,,,
2026-01-03 07:00:00,1.27674,1.27838,1.27596,1.27644,0.1597,2,DOWN,BUY (BULLISH),1.27644,1.276567644,2026-01-03 07:15:00,0.1,WIN ✅ (+0.01%)
2026-01-03 07:15:00,1.27698,1.27707,1.27546,1.27627,0.1588,2,DOWN,BUY (BULLISH),1.27627,1.276397627,2026-01-03 07:30:00,0.12,WIN ✅ (+0.01%)
2026-01-03 07:30:00,1.27625,1.27695,1.27559,1.2761,0.1475,1,DOWN,HOLD,,,,,
2026-01-03 07:45:00,1.27696,1.27717,1.27526,1.2761,0.1469,1,DOWN,HOLD,,,,,
2026-01-03 08:00:00,1.27626,1.2767,1.27573,1.27611,0.1454,1,DOWN,HOLD,,,,,
2026-01-03 08:15:00,1.27676,1.27774,1.27554,1.27587,0.14,0,DOWN,HOLD,,,,,
2026-01-03 08:30:00,1.27576,1.27605,1.27527,1.2755,0.1317,0,DOWN,HOLD,,,,,
2026-01-03 08:45:00,1.27615,1.27661,1.27385,1.27614,0.1423,2,DOWN,BUY (BULLISH),1.27614,1.276267614,2026-01-03 09:00:00,0.19,WIN ✅ (+0.01%)
2026-01-03 09:00:00,1.27664,1.27721,1.27551,1.27655,0.1392,1,DOWN,HOLD,,,,,
2026-01-03 09:15:00,1.27643,1.27715,1.27584,1.27646,0.1403,1,DOWN,HOLD,,,,,
2026-01-03 09:30:00,1.27719,1.27854,1.27582,1.27674,0.143,0,DOWN,HOLD,,,,,
2026-01-03 09:45:00,1.27692,1.27733,1.2753,1.27563,0.1393,0,DOWN,HOLD,,,,,
2026-01-03 10:00:00,1.27561,1.27714,1.27475,1.27605,0.1379,0,DOWN,HOLD,,,,,
2026-01-03 10:15:00,1.27633,1.27726,1.2755,1.27686,0.145,0,DOWN,HOLD,,,,,
2026-01-03 10:30:00,1.27679,1.27749,1.27557,1.27577,0.1423,0,DOWN,HOLD,,,,,
