datetime,signal,confluence,entry_price,exit_price,movement_pct,result,target,win_probability,score_category
2026-01-04 07:45:00,SELL (BEARISH),2,1.28432,1.28849,-0.3247,LOSS ❌ (0.32%),0,0.025075365,LOW (<50%)
2026-01-04 09:15:00,SELL (BEARISH),2,1.28605,1.28849,-0.1897,LOSS ❌ (0.19%),0,0.07267825,LOW (<50%)
2026-01-04 12:00:00,SELL (BEARISH),2,1.28846,1.28849,-0.0023,LOSS ❌ (0.00%),0,0.0772098,LOW (<50%)
2026-01-04 12:30:00,SELL (BEARISH),2,1.28776,1.28849,-0.0567,LOSS ❌ (0.06%),0,0.07545692,LOW (<50%)
2026-01-04 17:15:00,SELL (BEARISH),2,1.28779,1.28521442,0.2,WIN ✅ (+0.20%),1,0.946862,HIGH (>70%)
2026-01-04 18:00:00,SELL (BEARISH),2,1.28911,1.28653178,0.2,WIN ✅ (+0.20%),1,0.9787067,HIGH (>70%)
2026-01-04 21:00:00,SELL (BEARISH),2,1.2906,1.2880188,0.2,WIN ✅ (+0.20%),1,0.95839685,HIGH (>70%)
2026-01-04 21:15:00,SELL (BEARISH),3,1.29054,1.28795892,0.2,WIN ✅ (+0.20%),1,0.9646467,HIGH (>70%)
2026-01-05 01:45:00,BUY (BULLISH),2,1.2883,1.2859,-0.1863,LOSS ❌ (-0.19%),0,0.07641625,LOW (<50%)
2026-01-05 02:00:00,BUY (BULLISH),3,1.2885,1.2859,-0.2018,LOSS ❌ (-0.20%),0,0.056025222,LOW (<50%)
2026-01-05 02:30:00,BUY (BULLISH),2,1.2879,1.2904758,0.2,WIN ✅ (+0.20%),1,0.98062426,HIGH (>70%)
2026-01-05 03:45:00,BUY (BULLISH),2,1.28909,1.2859,-0.2475,LOSS ❌ (-0.25%),0,0.051989675,LOW (<50%)
2026-01-05 05:00:00,BUY (BULLISH),2,1.2889,1.2859,-0.2328,LOSS ❌ (-0.23%),0,0.038977686,LOW (<50%)
2026-01-05 06:30:00,SELL (BEARISH),2,1.28896,1.28638208,0.2,WIN ✅ (+0.20%),1,0.9914513,HIGH (>70%)
2026-01-05 08:15:00,BUY (BULLISH),3,1.28568,1.2882513599999998,0.2,WIN ✅ (+0.20%),1,0.97017497,HIGH (>70%)
2026-01-05 15:15:00,BUY (BULLISH),3,1.28484,1.28740968,0.2,WIN ✅ (+0.20%),1,0.96504074,HIGH (>70%)
2026-01-05 15:45:00,BUY (BULLISH),2,1.28373,1.28629746,0.2,WIN ✅ (+0.20%),1,0.97971046,HIGH (>70%)
2026-01-05 16:00:00,BUY (BULLISH),2,1.28408,1.2866481600000002,0.2,WIN ✅ (+0.20%),1,0.98886675,HIGH (>70%)
2026-01-05 16:15:00,BUY (BULLISH),3,1.28425,1.2868185,0.2,WIN ✅ (+0.20%),1,0.94467974,HIGH (>70%)
2026-01-05 18:45:00,BUY (BULLISH),2,1.28333,1.28589666,0.2,WIN ✅ (+0.20%),1,0.9632029,HIGH (>70%)
2026-01-05 19:15:00,BUY (BULLISH),2,1.28262,1.28518524,0.2,WIN ✅ (+0.20%),1,0.9945726,HIGH (>70%)
2026-01-05 19:30:00,BUY (BULLISH),2,1.28312,1.28568624,0.2,WIN ✅ (+0.20%),1,0.9793702,HIGH (>70%)
2026-01-05 21:30:00,SELL (BEARISH),2,1.28613,1.28355774,0.2,WIN ✅ (+0.20%),1,0.9574713,HIGH (>70%)
2026-01-05 21:45:00,SELL (BEARISH),2,1.28604,1.28346792,0.2,WIN ✅ (+0.20%),1,0.97364795,HIGH (>70%)
2026-01-05 23:00:00,BUY (BULLISH),2,1.28194,1.2845038800000002,0.2,WIN ✅ (+0.20%),1,0.9732569,HIGH (>70%)
2026-01-05 23:15:00,BUY (BULLISH),2,1.28206,1.28462412,0.2,WIN ✅ (+0.20%),1,0.96979755,HIGH (>70%)
2026-01-06 07:30:00,BUY (BULLISH),2,1.28,1.28256,0.2,WIN ✅ (+0.20%),1,0.98660165,HIGH (>70%)
2026-01-06 10:45:00,SELL (BEARISH),2,1.28393,1.28136214,0.2,WIN ✅ (+0.20%),1,0.974263,HIGH (>70%)
2026-01-06 11:30:00,SELL (BEARISH),2,1.28526,1.2826894800000002,0.2,WIN ✅ (+0.20%),1,0.9835443,HIGH (>70%)
2026-01-06 11:45:00,SELL (BEARISH),2,1.28475,1.2821805,0.2,WIN ✅ (+0.20%),1,0.968665,HIGH (>70%)
2026-01-06 14:45:00,BUY (BULLISH),3,1.28152,1.28408304,0.2,WIN ✅ (+0.20%),1,0.9920495,HIGH (>70%)
2026-01-06 15:15:00,BUY (BULLISH),2,1.28207,1.27856,-0.2738,LOSS ❌ (-0.27%),0,0.043283463,LOW (<50%)
2026-01-06 17:30:00,BUY (BULLISH),2,1.28086,1.2834217200000002,0.2,WIN ✅ (+0.20%),1,0.9365979,HIGH (>70%)
2026-01-07 02:45:00,SELL (BEARISH),2,1.28321,1.28064358,0.2,WIN ✅ (+0.20%),1,0.96960855,HIGH (>70%)
2026-01-07 05:15:00,SELL (BEARISH),2,1.28403,1.28146194,0.2,WIN ✅ (+0.20%),1,0.9569128,HIGH (>70%)
2026-01-07 10:00:00,BUY (BULLISH),2,1.27804,1.27856,0.0407,LOSS ❌ (0.04%),0,0.101821646,LOW (<50%)
2026-01-07 10:15:00,BUY (BULLISH),2,1.2779,1.2804558,0.2,WIN ✅ (+0.20%),1,0.9285979,HIGH (>70%)
2026-01-07 15:30:00,SELL (BEARISH),2,1.27891,1.27635218,0.2,WIN ✅ (+0.20%),1,0.9666995,HIGH (>70%)
2026-01-07 16:00:00,SELL (BEARISH),2,1.27917,1.27661166,0.2,WIN ✅ (+0.20%),1,0.93256646,HIGH (>70%)
2026-01-07 19:00:00,BUY (BULLISH),2,1.27583,1.27838166,0.2,WIN ✅ (+0.20%),1,0.9819801,HIGH (>70%)
2026-01-07 20:00:00,BUY (BULLISH),2,1.27448,1.27702896,0.2,WIN ✅ (+0.20%),1,0.98401433,HIGH (>70%)
2026-01-07 21:15:00,BUY (BULLISH),2,1.27371,1.27625742,0.2,WIN ✅ (+0.20%),1,0.97866493,HIGH (>70%)
2026-01-07 23:45:00,SELL (BEARISH),3,1.27711,1.27455578,0.2,WIN ✅ (+0.20%),1,0.96054184,HIGH (>70%)
2026-01-08 00:00:00,SELL (BEARISH),2,1.27748,1.2749250399999998,0.2,WIN ✅ (+0.20%),1,0.9633981,HIGH (>70%)
2026-01-08 00:30:00,SELL (BEARISH),2,1.2764,1.2738472,0.2,WIN ✅ (+0.20%),1,0.98195165,HIGH (>70%)
2026-01-08 13:00:00,SELL (BEARISH),2,1.27673,1.27559,0.0893,LOSS ❌ (-0.09%),0,0.061804928,LOW (<50%)
2026-01-08 14:30:00,BUY (BULLISH),2,1.27418,1.27672836,0.2,WIN ✅ (+0.20%),1,0.93754876,HIGH (>70%)
2026-01-09 11:00:00,SELL (BEARISH),2,1.28425,1.28425,0.0,LOSS ❌ (-0.00%),0,0.1067125,LOW (<50%)
2026-01-09 15:45:00,BUY (BULLISH),2,1.28195,1.2845139,0.2,WIN ✅ (+0.20%),1,0.95544964,HIGH (>70%)
2026-01-09 17:15:00,BUY (BULLISH),2,1.27929,1.28184858,0.2,WIN ✅ (+0.20%),1,0.989489,HIGH (>70%)
2026-01-09 18:45:00,BUY (BULLISH),2,1.27965,1.2822093,0.2,WIN ✅ (+0.20%),1,0.92501473,HIGH (>70%)
2026-01-09 22:00:00,SELL (BEARISH),2,1.2842,1.2816316,0.2,WIN ✅ (+0.20%),1,0.96507293,HIGH (>70%)
2026-01-10 01:15:00,SELL (BEARISH),2,1.28538,1.28280924,0.2,WIN ✅ (+0.20%),1,0.96375,HIGH (>70%)
2026-01-10 03:45:00,SELL (BEARISH),2,1.28722,1.28464556,0.2,WIN ✅ (+0.20%),1,0.96276563,HIGH (>70%)
2026-01-10 06:30:00,BUY (BULLISH),2,1.28463,1.28719926,0.2,WIN ✅ (+0.20%),1,0.9883178,HIGH (>70%)
2026-01-10 09:15:00,BUY (BULLISH),2,1.28421,1.28234,-0.1456,LOSS ❌ (-0.15%),0,0.07064771,LOW (<50%)
2026-01-10 10:15:00,BUY (BULLISH),2,1.28269,1.28234,-0.0273,LOSS ❌ (-0.03%),0,0.08987261,LOW (<50%)
2026-01-10 11:30:00,BUY (BULLISH),3,1.27862,1.28117724,0.2,WIN ✅ (+0.20%),1,0.99011886,HIGH (>70%)
2026-01-10 11:45:00,BUY (BULLISH),3,1.27804,1.28059608,0.2,WIN ✅ (+0.20%),1,0.9812197,HIGH (>70%)
2026-01-10 12:00:00,BUY (BULLISH),2,1.27855,1.2811071,0.2,WIN ✅ (+0.20%),1,0.9974323,HIGH (>70%)
2026-01-10 12:30:00,BUY (BULLISH),2,1.27816,1.28071632,0.2,WIN ✅ (+0.20%),1,0.996238,HIGH (>70%)
2026-01-10 16:00:00,SELL (BEARISH),2,1.28308,1.28051384,0.2,WIN ✅ (+0.20%),1,0.9962658,HIGH (>70%)
2026-01-10 18:45:00,BUY (BULLISH),2,1.28059,1.26844,-0.9488,LOSS ❌ (-0.95%),0,0.03980621,LOW (<50%)
2026-01-10 19:00:00,BUY (BULLISH),3,1.28098,1.26844,-0.9789,LOSS ❌ (-0.98%),0,0.028739031,LOW (<50%)
2026-01-10 19:30:00,BUY (BULLISH),2,1.28024,1.26844,-0.9217,LOSS ❌ (-0.92%),0,0.04032949,LOW (<50%)
2026-01-10 21:45:00,BUY (BULLISH),2,1.27884,1.26844,-0.8132,LOSS ❌ (-0.81%),0,0.032853287,LOW (<50%)
2026-01-10 22:00:00,BUY (BULLISH),2,1.27919,1.26844,-0.8404,LOSS ❌ (-0.84%),0,0.031291436,LOW (<50%)
2026-01-10 22:45:00,BUY (BULLISH),2,1.27895,1.26844,-0.8218,LOSS ❌ (-0.82%),0,0.04370467,LOW (<50%)
2026-01-10 23:45:00,BUY (BULLISH),2,1.27779,1.28034558,0.2,WIN ✅ (+0.20%),1,0.96365696,HIGH (>70%)
2026-01-11 02:00:00,BUY (BULLISH),2,1.27816,1.26844,-0.7605,LOSS ❌ (-0.76%),0,0.08748567,LOW (<50%)
2026-01-11 07:45:00,BUY (BULLISH),2,1.27211,1.2746542200000002,0.2,WIN ✅ (+0.20%),1,0.9860394,HIGH (>70%)
2026-01-11 08:00:00,BUY (BULLISH),2,1.27245,1.2749949,0.2,WIN ✅ (+0.20%),1,0.9933524,HIGH (>70%)
2026-01-11 08:45:00,BUY (BULLISH),3,1.27253,1.26844,-0.3214,LOSS ❌ (-0.32%),0,0.078659505,LOW (<50%)
2026-01-11 12:45:00,BUY (BULLISH),2,1.26896,1.26844,-0.041,LOSS ❌ (-0.04%),0,0.08280076,LOW (<50%)
2026-01-11 14:30:00,BUY (BULLISH),2,1.26792,1.27045584,0.2,WIN ✅ (+0.20%),1,0.93902826,HIGH (>70%)
2026-01-11 17:15:00,SELL (BEARISH),2,1.27248,1.26993504,0.2,WIN ✅ (+0.20%),1,0.9710215,HIGH (>70%)
2026-01-11 17:45:00,SELL (BEARISH),2,1.27213,1.26958574,0.2,WIN ✅ (+0.20%),1,0.9824822,HIGH (>70%)
2026-01-11 20:45:00,BUY (BULLISH),2,1.26871,1.26164,-0.5573,LOSS ❌ (-0.56%),0,0.055450633,LOW (<50%)
2026-01-12 04:45:00,BUY (BULLISH),2,1.26545,1.26164,-0.3011,LOSS ❌ (-0.30%),0,0.06333226,LOW (<50%)
2026-01-12 06:15:00,BUY (BULLISH),2,1.26137,1.2638927400000002,0.2,WIN ✅ (+0.20%),1,0.9904591,HIGH (>70%)
2026-01-12 16:15:00,BUY (BULLISH),2,1.25694,1.25945388,0.2,WIN ✅ (+0.20%),1,0.9729327,HIGH (>70%)
2026-01-12 18:15:00,BUY (BULLISH),2,1.25551,1.25802102,0.2,WIN ✅ (+0.20%),1,0.9911333,HIGH (>70%)
2026-01-12 18:30:00,BUY (BULLISH),2,1.25672,1.25923344,0.2,WIN ✅ (+0.20%),1,0.9834922,HIGH (>70%)
2026-01-12 20:30:00,BUY (BULLISH),3,1.25531,1.25782062,0.2,WIN ✅ (+0.20%),1,0.9487663,HIGH (>70%)
2026-01-12 23:45:00,SELL (BEARISH),2,1.25835,1.2558333000000002,0.2,WIN ✅ (+0.20%),1,0.92679626,HIGH (>70%)
2026-01-13 01:45:00,BUY (BULLISH),3,1.25525,1.2472,-0.6413,LOSS ❌ (-0.64%),0,0.04292886,LOW (<50%)
2026-01-13 04:15:00,BUY (BULLISH),2,1.25443,1.25693886,0.2,WIN ✅ (+0.20%),1,0.9804658,HIGH (>70%)
2026-01-13 07:15:00,BUY (BULLISH),3,1.25168,1.2472,-0.3579,LOSS ❌ (-0.36%),0,0.09457296,LOW (<50%)
2026-01-13 08:00:00,BUY (BULLISH),3,1.24899,1.25148798,0.2,WIN ✅ (+0.20%),1,0.9452981,HIGH (>70%)
2026-01-13 08:30:00,BUY (BULLISH),2,1.24955,1.2520491,0.2,WIN ✅ (+0.20%),1,0.9934908,HIGH (>70%)
2026-01-13 13:45:00,BUY (BULLISH),2,1.24623,1.2472,0.0778,LOSS ❌ (0.08%),0,0.13236785,LOW (<50%)
2026-01-13 14:00:00,BUY (BULLISH),2,1.2472,1.2496944,0.2,WIN ✅ (+0.20%),1,0.98585343,HIGH (>70%)
2026-01-13 19:45:00,BUY (BULLISH),2,1.24702,1.24951404,0.2,WIN ✅ (+0.20%),1,0.96005946,HIGH (>70%)
2026-01-13 20:45:00,SELL (BEARISH),3,1.2498,1.25826,-0.6769,LOSS ❌ (0.68%),0,0.025789596,LOW (<50%)
2026-01-13 22:45:00,SELL (BEARISH),2,1.2503,1.25826,-0.6366,LOSS ❌ (0.64%),0,0.09261851,LOW (<50%)
2026-01-14 00:15:00,SELL (BEARISH),2,1.25345,1.25826,-0.3837,LOSS ❌ (0.38%),0,0.04366206,LOW (<50%)
2026-01-14 01:00:00,SELL (BEARISH),3,1.25371,1.25826,-0.3629,LOSS ❌ (0.36%),0,0.045865428,LOW (<50%)
2026-01-14 01:30:00,SELL (BEARISH),3,1.25446,1.25826,-0.3029,LOSS ❌ (0.30%),0,0.027189782,LOW (<50%)
2026-01-14 02:30:00,SELL (BEARISH),3,1.25607,1.25355786,0.2,WIN ✅ (+0.20%),1,0.92007893,HIGH (>70%)
2026-01-14 02:45:00,SELL (BEARISH),2,1.2559,1.2533882,0.2,WIN ✅ (+0.20%),1,0.92012215,HIGH (>70%)
2026-01-14 06:15:00,BUY (BULLISH),2,1.25411,1.25661822,0.2,WIN ✅ (+0.20%),1,0.96360904,HIGH (>70%)
2026-01-14 08:00:00,SELL (BEARISH),2,1.25568,1.25826,-0.2055,LOSS ❌ (0.21%),0,0.06620278,LOW (<50%)
2026-01-14 10:00:00,SELL (BEARISH),2,1.25719,1.25826,-0.0851,LOSS ❌ (0.09%),0,0.01396997,LOW (<50%)
2026-01-14 18:15:00,SELL (BEARISH),2,1.26108,1.26961,-0.6764,LOSS ❌ (0.68%),0,0.016088156,LOW (<50%)
2026-01-14 18:45:00,SELL (BEARISH),2,1.2621,1.2595758,0.2,WIN ✅ (+0.20%),1,0.90806603,HIGH (>70%)
2026-01-14 19:00:00,SELL (BEARISH),2,1.26177,1.26961,-0.6213,LOSS ❌ (0.62%),0,0.02088024,LOW (<50%)
2026-01-14 20:00:00,SELL (BEARISH),3,1.2626,1.26961,-0.5552,LOSS ❌ (0.56%),0,0.014887239,LOW (<50%)
2026-01-14 20:15:00,SELL (BEARISH),2,1.26324,1.26961,-0.5043,LOSS ❌ (0.50%),0,0.024375513,LOW (<50%)
2026-01-14 20:45:00,SELL (BEARISH),2,1.26378,1.26961,-0.4613,LOSS ❌ (0.46%),0,0.015442666,LOW (<50%)
2026-01-14 21:45:00,SELL (BEARISH),2,1.26508,1.26961,-0.3581,LOSS ❌ (0.36%),0,0.07123289,LOW (<50%)
2026-01-14 22:15:00,SELL (BEARISH),2,1.26607,1.26961,-0.2796,LOSS ❌ (0.28%),0,0.045223128,LOW (<50%)
2026-01-15 00:00:00,SELL (BEARISH),2,1.26782,1.26528436,0.2,WIN ✅ (+0.20%),1,0.93244517,HIGH (>70%)
2026-01-15 03:00:00,SELL (BEARISH),2,1.26866,1.26961,-0.0749,LOSS ❌ (0.07%),0,0.048874963,LOW (<50%)
2026-01-15 08:45:00,SELL (BEARISH),2,1.27065,1.2681087,0.2,WIN ✅ (+0.20%),1,0.9378236,HIGH (>70%)
2026-01-16 03:00:00,SELL (BEARISH),2,1.2703,1.2677594,0.2,WIN ✅ (+0.20%),1,0.9330261,HIGH (>70%)
2026-01-16 03:15:00,SELL (BEARISH),3,1.2698,1.2672604,0.2,WIN ✅ (+0.20%),1,0.98070425,HIGH (>70%)
2026-01-16 05:15:00,SELL (BEARISH),2,1.27158,1.2690368399999998,0.2,WIN ✅ (+0.20%),1,0.9821921,HIGH (>70%)
2026-01-16 05:30:00,SELL (BEARISH),2,1.27053,1.26798894,0.2,WIN ✅ (+0.20%),1,0.95677257,HIGH (>70%)
2026-01-16 12:30:00,SELL (BEARISH),2,1.27412,1.27518,-0.0832,LOSS ❌ (0.08%),0,0.061623644,LOW (<50%)
2026-01-16 13:00:00,SELL (BEARISH),2,1.27362,1.27518,-0.1225,LOSS ❌ (0.12%),0,0.012521816,LOW (<50%)
2026-01-16 14:00:00,SELL (BEARISH),2,1.27518,1.27262964,0.2,WIN ✅ (+0.20%),1,0.9514952,HIGH (>70%)
2026-01-17 01:30:00,BUY (BULLISH),2,1.27525,1.2778005,0.2,WIN ✅ (+0.20%),1,0.9376484,HIGH (>70%)
2026-01-17 07:00:00,SELL (BEARISH),2,1.27617,1.27361766,0.2,WIN ✅ (+0.20%),1,0.97834206,HIGH (>70%)
2026-01-17 17:15:00,SELL (BEARISH),2,1.27532,1.27276936,0.2,WIN ✅ (+0.20%),1,0.9621087,HIGH (>70%)
2026-01-18 00:00:00,SELL (BEARISH),2,1.27781,1.2752543799999998,0.2,WIN ✅ (+0.20%),1,0.97819215,HIGH (>70%)
2026-01-18 06:00:00,BUY (BULLISH),2,1.27571,1.27826142,0.2,WIN ✅ (+0.20%),1,0.9882791,HIGH (>70%)
2026-01-18 10:15:00,SELL (BEARISH),2,1.27639,1.27974,-0.2625,LOSS ❌ (0.26%),0,0.07721318,LOW (<50%)
2026-01-18 13:15:00,SELL (BEARISH),3,1.28015,1.27974,0.032,LOSS ❌ (-0.03%),0,0.017432451,LOW (<50%)
2026-01-18 23:00:00,SELL (BEARISH),2,1.28243,1.28278,-0.0273,LOSS ❌ (0.03%),0,0.025281325,LOW (<50%)
2026-01-18 23:30:00,SELL (BEARISH),2,1.28144,1.28278,-0.1046,LOSS ❌ (0.10%),0,0.043012988,LOW (<50%)
2026-01-19 00:00:00,SELL (BEARISH),3,1.28315,1.28278,0.0288,LOSS ❌ (-0.03%),0,0.06365176,LOW (<50%)
2026-01-19 03:45:00,SELL (BEARISH),2,1.28672,1.2841465600000002,0.2,WIN ✅ (+0.20%),1,0.9564987,HIGH (>70%)
2026-01-19 06:00:00,BUY (BULLISH),2,1.28322,1.28578644,0.2,WIN ✅ (+0.20%),1,0.98112637,HIGH (>70%)
2026-01-19 11:30:00,BUY (BULLISH),2,1.28381,1.28278,-0.0802,LOSS ❌ (-0.08%),0,0.07243932,LOW (<50%)
2026-01-19 12:15:00,BUY (BULLISH),3,1.28254,1.28510508,0.2,WIN ✅ (+0.20%),1,0.9719078,HIGH (>70%)
2026-01-19 12:30:00,BUY (BULLISH),2,1.2835,1.28278,-0.0561,LOSS ❌ (-0.06%),0,0.07728997,LOW (<50%)
2026-01-19 13:00:00,BUY (BULLISH),2,1.28167,1.28423334,0.2,WIN ✅ (+0.20%),1,0.97463256,HIGH (>70%)
2026-01-19 13:15:00,BUY (BULLISH),2,1.28253,1.28509506,0.2,WIN ✅ (+0.20%),1,0.97094023,HIGH (>70%)
2026-01-19 15:30:00,BUY (BULLISH),2,1.28137,1.2839327399999998,0.2,WIN ✅ (+0.20%),1,0.9775743,HIGH (>70%)
2026-01-19 16:00:00,BUY (BULLISH),3,1.28129,1.28385258,0.2,WIN ✅ (+0.20%),1,0.9363863,HIGH (>70%)
2026-01-19 17:00:00,BUY (BULLISH),2,1.28032,1.28288064,0.2,WIN ✅ (+0.20%),1,0.992489,HIGH (>70%)
2026-01-20 00:45:00,SELL (BEARISH),2,1.28356,1.28099288,0.2,WIN ✅ (+0.20%),1,0.95638275,HIGH (>70%)
2026-01-20 05:45:00,SELL (BEARISH),2,1.2849,1.28471,0.0148,LOSS ❌ (-0.01%),0,0.051541775,LOW (<50%)
2026-01-20 06:15:00,SELL (BEARISH),2,1.28575,1.28471,0.0809,LOSS ❌ (-0.08%),0,0.051737633,LOW (<50%)
2026-01-20 06:30:00,SELL (BEARISH),2,1.28626,1.28368748,0.2,WIN ✅ (+0.20%),1,0.96092904,HIGH (>70%)
2026-01-20 12:15:00,SELL (BEARISH),2,1.28726,1.28468548,0.2,WIN ✅ (+0.20%),1,0.96793747,HIGH (>70%)
2026-01-20 12:30:00,SELL (BEARISH),2,1.28682,1.28424636,0.2,WIN ✅ (+0.20%),1,0.9505534,HIGH (>70%)
2026-01-20 13:30:00,BUY (BULLISH),2,1.28538,1.28471,-0.0521,LOSS ❌ (-0.05%),0,0.059905894,LOW (<50%)
2026-01-20 17:15:00,SELL (BEARISH),2,1.28985,1.2872703,0.2,WIN ✅ (+0.20%),1,0.9584875,HIGH (>70%)
2026-01-20 17:30:00,SELL (BEARISH),2,1.29075,1.2881685,0.2,WIN ✅ (+0.20%),1,0.9503431,HIGH (>70%)
2026-01-21 07:30:00,SELL (BEARISH),2,1.28885,1.29115,-0.1785,LOSS ❌ (0.18%),0,0.035920132,LOW (<50%)
2026-01-21 07:45:00,SELL (BEARISH),2,1.28847,1.29115,-0.208,LOSS ❌ (0.21%),0,0.061172754,LOW (<50%)
2026-01-21 11:15:00,SELL (BEARISH),2,1.29096,1.29115,-0.0147,LOSS ❌ (0.01%),0,0.04716745,LOW (<50%)
2026-01-21 18:15:00,BUY (BULLISH),2,1.29078,1.29336156,0.2,WIN ✅ (+0.20%),1,0.9788751,HIGH (>70%)
2026-01-22 00:30:00,SELL (BEARISH),2,1.29493,1.29234014,0.2,WIN ✅ (+0.20%),1,0.9458137,HIGH (>70%)
2026-01-22 02:00:00,SELL (BEARISH),2,1.29781,1.29521438,0.2,WIN ✅ (+0.20%),1,0.93159646,HIGH (>70%)
