datetime,open,high,low,close,volume
2026-01-03 04:30:00,1.28232,1.28289,1.28165,1.28244,124
2026-01-03 04:45:00,1.28244,1.28441,1.28124,1.28169,435
2026-01-03 05:00:00,1.28136,1.28358,1.28131,1.28147,124
2026-01-03 05:15:00,1.28097,1.28152,1.28066,1.28117,130
2026-01-03 05:30:00,1.27973,1.28138,1.27913,1.2806,386
2026-01-03 05:45:00,1.27995,1.28064,1.27953,1.27967,289
2026-01-03 06:00:00,1.27928,1.28037,1.27814,1.27866,479
2026-01-03 06:15:00,1.27897,1.27977,1.27706,1.27741,215
2026-01-03 06:30:00,1.27827,1.27906,1.27642,1.27745,232
2026-01-03 06:45:00,1.27741,1.27758,1.27711,1.27723,237
2026-01-03 07:00:00,1.27674,1.27838,1.27596,1.27644,272
2026-01-03 07:15:00,1.27698,1.27707,1.27546,1.27627,355
2026-01-03 07:30:00,1.27625,1.27695,1.27559,1.2761,141
2026-01-03 07:45:00,1.27696,1.27717,1.27526,1.2761,128
2026-01-03 08:00:00,1.27626,1.2767,1.27573,1.27611,313
2026-01-03 08:15:00,1.27676,1.27774,1.27554,1.27587,186
2026-01-03 08:30:00,1.27576,1.27605,1.27527,1.2755,238
2026-01-03 08:45:00,1.27615,1.27661,1.27385,1.27614,107
2026-01-03 09:00:00,1.27664,1.27721,1.27551,1.27655,177
2026-01-03 09:15:00,1.27643,1.27715,1.27584,1.27646,357
2026-01-03 09:30:00,1.27719,1.27854,1.27582,1.27674,282
2026-01-03 09:45:00,1.27692,1.27733,1.2753,1.27563,312
2026-01-03 10:00:00,1.27561,1.27714,1.27475,1.27605,248
2026-01-03 10:15:00,1.27633,1.27726,1.2755,1.27686,335
2026-01-03 10:30:00,1.27679,1.27749,1.27557,1.27577,312
2026-01-03 10:45:00,1.27592,1.27653,1.27465,1.27623,377
2026-01-03 11:00:00,1.27738,1.27819,1.27488,1.27777,466
2026-01-03 11:15:00,1.27808,1.27853,1.27687,1.27822,463
2026-01-03 11:30:00,1.27812,1.27875,1.27697,1.27807,165
2026-01-03 11:45:00,1.27827,1.27916,1.27806,1.2789,153
2026-01-03 12:00:00,1.27931,1.27991,1.27872,1.27932,285
2026-01-03 12:15:00,1.27993,1.28089,1.27907,1.28015,392
2026-01-03 12:30:00,1.27995,1.28123,1.2787,1.28053,328
2026-01-03 12:45:00,1.28107,1.28223,1.27952,1.28135,181
2026-01-03 13:00:00,1.2812,1.28217,1.28013,1.28165,413
2026-01-03 13:15:00,1.28124,1.28216,1.27916,1.27961,282
2026-01-03 13:30:00,1.27917,1.28004,1.27904,1.27978,217
2026-01-03 13:45:00,1.28012,1.28117,1.27921,1.27944,297
2026-01-03 14:00:00,1.27959,1.28062,1.27818,1.28045,150
2026-01-03 14:15:00,1.28082,1.28159,1.28015,1.28131,173
2026-01-03 14:30:00,1.28139,1.28167,1.2811,1.28163,135
2026-01-03 14:45:00,1.28113,1.28235,1.28018,1.28201,169
2026-01-03 15:00:00,1.282,1.28383,1.28134,1.28139,347
2026-01-03 15:15:00,1.28125,1.28205,1.2807,1.28181,475
2026-01-03 15:30:00,1.28226,1.28295,1.28081,1.28289,483
2026-01-03 15:45:00,1.28409,1.28471,1.28145,1.28465,160
2026-01-03 16:00:00,1.28486,1.28538,1.28403,1.28465,164
2026-01-03 16:15:00,1.28469,1.28551,1.28385,1.28401,243
2026-01-03 16:30:00,1.28489,1.28567,1.28296,1.28421,291
2026-01-03 16:45:00,1.28423,1.2853,1.2836,1.28453,167
2026-01-03 17:00:00,1.28459,1.28581,1.28431,1.28578,125
2026-01-03 17:15:00,1.285,1.2873,1.2848,1.28551,141
2026-01-03 17:30:00,1.28502,1.28629,1.28452,1.28622,367
2026-01-03 17:45:00,1.28594,1.28731,1.2852,1.28654,154
2026-01-03 18:00:00,1.28597,1.28658,1.28502,1.28528,435
2026-01-03 18:15:00,1.28437,1.28558,1.28365,1.2845,465
2026-01-03 18:30:00,1.28451,1.28557,1.2837,1.28535,322
2026-01-03 18:45:00,1.28557,1.28621,1.28511,1.28515,253
2026-01-03 19:00:00,1.28524,1.28551,1.28502,1.28537,476
2026-01-03 19:15:00,1.28603,1.28701,1.28443,1.28571,230
2026-01-03 19:30:00,1.28574,1.28653,1.28552,1.28594,133
2026-01-03 19:45:00,1.28571,1.28746,1.285,1.28653,249
2026-01-03 20:00:00,1.28693,1.28739,1.28629,1.28629,146
2026-01-03 20:15:00,1.28596,1.28649,1.28552,1.28579,290
2026-01-03 20:30:00,1.28622,1.28651,1.28469,1.28633,138
2026-01-03 20:45:00,1.28607,1.28689,1.28548,1.28601,241
2026-01-03 21:00:00,1.28608,1.28691,1.28587,1.28592,443
2026-01-03 21:15:00,1.28545,1.28644,1.28481,1.28641,305
2026-01-03 21:30:00,1.28594,1.28681,1.28534,1.28548,385
2026-01-03 21:45:00,1.2864,1.28646,1.28506,1.28517,433
2026-01-03 22:00:00,1.28564,1.28693,1.28511,1.28523,375
2026-01-03 22:15:00,1.28581,1.28637,1.28395,1.28403,134
2026-01-03 22:30:00,1.28435,1.28637,1.28292,1.285,125
2026-01-03 22:45:00,1.28482,1.28526,1.28452,1.28511,278
2026-01-03 23:00:00,1.28514,1.28635,1.28348,1.2862,261
2026-01-03 23:15:00,1.28612,1.28638,1.28504,1.28624,309
2026-01-03 23:30:00,1.28602,1.28767,1.28447,1.28537,411
2026-01-03 23:45:00,1.28475,1.28714,1.28452,1.28527,394
2026-01-04 00:00:00,1.28543,1.28667,1.28515,1.28528,140
2026-01-04 00:15:00,1.28562,1.28628,1.28454,1.28459,291
2026-01-04 00:30:00,1.28439,1.28562,1.28299,1.28487,367
2026-01-04 00:45:00,1.28478,1.28568,1.28426,1.28427,257
2026-01-04 01:00:00,1.28507,1.28574,1.28265,1.28303,183
2026-01-04 01:15:00,1.28267,1.28367,1.28182,1.28258,384
2026-01-04 01:30:00,1.28204,1.28309,1.28202,1.28268,127
2026-01-04 01:45:00,1.28279,1.28348,1.28141,1.28313,449
2026-01-04 02:00:00,1.28228,1.28514,1.28166,1.2842,393
2026-01-04 02:15:00,1.28456,1.28492,1.28318,1.28366,221
2026-01-04 02:30:00,1.28296,1.28436,1.28134,1.28164,174
2026-01-04 02:45:00,1.28187,1.28324,1.28068,1.28244,266
2026-01-04 03:00:00,1.28181,1.28275,1.28171,1.2821,225
2026-01-04 03:15:00,1.28105,1.28226,1.28097,1.28206,303
2026-01-04 03:30:00,1.28159,1.28289,1.28151,1.28279,333
2026-01-04 03:45:00,1.28271,1.28392,1.2819,1.28217,221
2026-01-04 04:00:00,1.28251,1.28305,1.28209,1.28246,377
2026-01-04 04:15:00,1.28268,1.28358,1.28078,1.28291,478
2026-01-04 04:30:00,1.28269,1.28346,1.28206,1.28301,120
2026-01-04 04:45:00,1.28235,1.28338,1.28162,1.28187,496
2026-01-04 05:00:00,1.28177,1.28352,1.2804,1.28103,440
2026-01-04 05:15:00,1.28159,1.28165,1.28082,1.28093,190
2026-01-04 05:30:00,1.28106,1.28175,1.2807,1.28083,283
2026-01-04 05:45:00,1.28064,1.28111,1.28035,1.28072,451
2026-01-04 06:00:00,1.27976,1.28316,1.27882,1.28145,291
2026-01-04 06:15:00,1.28242,1.28445,1.2812,1.28369,359
2026-01-04 06:30:00,1.28363,1.28468,1.28286,1.28292,288
2026-01-04 06:45:00,1.28249,1.28396,1.28178,1.28207,225
2026-01-04 07:00:00,1.28261,1.28298,1.28099,1.28296,469
2026-01-04 07:15:00,1.28303,1.28375,1.28249,1.28342,136
2026-01-04 07:30:00,1.28366,1.28402,1.28315,1.28378,483
2026-01-04 07:45:00,1.28334,1.28517,1.28237,1.28432,144
2026-01-04 08:00:00,1.28434,1.2848,1.28323,1.28434,287
2026-01-04 08:15:00,1.28434,1.2849,1.28351,1.28471,491
2026-01-04 08:30:00,1.28432,1.28558,1.28361,1.28367,152
2026-01-04 08:45:00,1.2838,1.28491,1.28304,1.28466,173
2026-01-04 09:00:00,1.28556,1.28649,1.28406,1.28606,434
2026-01-04 09:15:00,1.28557,1.28813,1.28528,1.28605,218
2026-01-04 09:30:00,1.28633,1.28694,1.28518,1.28622,308
2026-01-04 09:45:00,1.28669,1.28733,1.28564,1.2861,261
2026-01-04 10:00:00,1.28661,1.28711,1.2859,1.28707,285
2026-01-04 10:15:00,1.28744,1.2875,1.28676,1.28695,334
2026-01-04 10:30:00,1.28704,1.28774,1.28625,1.28721,397
2026-01-04 10:45:00,1.28707,1.28794,1.28633,1.28709,245
2026-01-04 11:00:00,1.28773,1.2882,1.28588,1.28674,265
2026-01-04 11:15:00,1.28643,1.28721,1.28593,1.28671,261
2026-01-04 11:30:00,1.28704,1.28717,1.28645,1.28686,120
2026-01-04 11:45:00,1.28785,1.28851,1.28654,1.28818,145
2026-01-04 12:00:00,1.28833,1.28856,1.28754,1.28846,471
2026-01-04 12:15:00,1.28906,1.28908,1.28805,1.28875,439
2026-01-04 12:30:00,1.2879,1.28908,1.28765,1.28776,274
2026-01-04 12:45:00,1.2883,1.28848,1.2872,1.28786,343
2026-01-04 13:00:00,1.28834,1.28978,1.28709,1.28891,259
2026-01-04 13:15:00,1.28897,1.2891,1.28779,1.28831,231
2026-01-04 13:30:00,1.28846,1.28889,1.28778,1.28853,103
2026-01-04 13:45:00,1.2885,1.28891,1.28804,1.28823,298
2026-01-04 14:00:00,1.2884,1.28915,1.28734,1.28849,450
2026-01-04 14:15:00,1.28831,1.28918,1.28783,1.28822,287
2026-01-04 14:30:00,1.28787,1.28906,1.28703,1.2875,347
2026-01-04 14:45:00,1.28789,1.28909,1.28637,1.28658,393
2026-01-04 15:00:00,1.28592,1.28829,1.28475,1.28793,207
2026-01-04 15:15:00,1.28849,1.28883,1.28768,1.28798,188
2026-01-04 15:30:00,1.28757,1.28861,1.28638,1.2881,193
2026-01-04 15:45:00,1.28794,1.28899,1.2872,1.28858,185
2026-01-04 16:00:00,1.28915,1.28941,1.28755,1.28764,269
2026-01-04 16:15:00,1.28776,1.28842,1.2874,1.28784,476
2026-01-04 16:30:00,1.28828,1.28844,1.28566,1.28743,216
2026-01-04 16:45:00,1.28843,1.28971,1.28599,1.28754,213
2026-01-04 17:00:00,1.28778,1.28827,1.28713,1.28795,411
2026-01-04 17:15:00,1.28722,1.28993,1.28662,1.28779,402
2026-01-04 17:30:00,1.2885,1.2889,1.28714,1.28818,145
2026-01-04 17:45:00,1.28767,1.28962,1.28734,1.2881,123
2026-01-04 18:00:00,1.28863,1.29029,1.28769,1.28911,268
2026-01-04 18:15:00,1.28945,1.28995,1.2883,1.28868,278
2026-01-04 18:30:00,1.28923,1.28992,1.28787,1.2897,456
2026-01-04 18:45:00,1.2904,1.29105,1.28885,1.29083,473
2026-01-04 19:00:00,1.29015,1.29102,1.28897,1.28982,301
2026-01-04 19:15:00,1.2893,1.29061,1.2881,1.28901,147
2026-01-04 19:30:00,1.28953,1.29028,1.28751,1.28853,482
2026-01-04 19:45:00,1.29009,1.29049,1.28719,1.29023,477
2026-01-04 20:00:00,1.29056,1.29088,1.28981,1.29017,407
2026-01-04 20:15:00,1.28962,1.29102,1.28839,1.28921,370
2026-01-04 20:30:00,1.28799,1.28951,1.28777,1.28924,346
2026-01-04 20:45:00,1.28986,1.29044,1.28825,1.29037,438
2026-01-04 21:00:00,1.28948,1.29115,1.28945,1.2906,250
2026-01-04 21:15:00,1.29071,1.29144,1.29013,1.29054,474
2026-01-04 21:30:00,1.29114,1.29134,1.28921,1.28986,382
2026-01-04 21:45:00,1.29006,1.29057,1.28931,1.29007,475
2026-01-04 22:00:00,1.28972,1.29143,1.28923,1.29005,388
2026-01-04 22:15:00,1.28997,1.29101,1.28908,1.28989,409
2026-01-04 22:30:00,1.2901,1.29023,1.2898,1.29022,268
2026-01-04 22:45:00,1.28975,1.291,1.28836,1.28941,486
2026-01-04 23:00:00,1.28937,1.29046,1.28862,1.28973,394
2026-01-04 23:15:00,1.28976,1.29027,1.28832,1.2885,421
2026-01-04 23:30:00,1.2891,1.28986,1.28801,1.28961,164
2026-01-04 23:45:00,1.28884,1.29037,1.28787,1.29021,478
2026-01-05 00:00:00,1.29051,1.29149,1.28918,1.29134,236
2026-01-05 00:15:00,1.29211,1.29254,1.29109,1.29136,387
2026-01-05 00:30:00,1.29169,1.29264,1.29082,1.29097,466
2026-01-05 00:45:00,1.29081,1.29218,1.2895,1.29121,269
2026-01-05 01:00:00,1.29073,1.292,1.29034,1.29037,398
2026-01-05 01:15:00,1.29025,1.29153,1.28904,1.28924,403
2026-01-05 01:30:00,1.28962,1.28987,1.28782,1.28863,457
2026-01-05 01:45:00,1.28829,1.2893,1.28771,1.2883,172
2026-01-05 02:00:00,1.2886,1.28904,1.28755,1.2885,329
2026-01-05 02:15:00,1.28838,1.29003,1.28798,1.28811,453
2026-01-05 02:30:00,1.28886,1.28908,1.28686,1.2879,187
2026-01-05 02:45:00,1.28872,1.28909,1.28729,1.28758,232
2026-01-05 03:00:00,1.28801,1.28873,1.28706,1.28798,252
2026-01-05 03:15:00,1.28837,1.28938,1.28757,1.28813,131
2026-01-05 03:30:00,1.28841,1.28917,1.28732,1.28791,416
